"TIME","GEO","C_RESID","UNIT","NACE_R2","Value","Flag and Footnotes"
"2016","European Union - 28 countries (2013-2020)","Reporting country","Number","Holiday and other short-stay accommodation","98,149,952",""
"2016","European Union - 28 countries (2013-2020)","Reporting country","Number","Camping grounds, recreational vehicle parks and trailer parks","59,371,879",""
"2016","European Union - 28 countries (2013-2020)","Reporting country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3",""
"2016","European Union - 28 countries (2013-2020)","Reporting country","Percentage change on previous period","Hotels and similar accommodation","3.07",""
"2016","European Union - 28 countries (2013-2020)","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2.82",""
"2016","European Union - 28 countries (2013-2020)","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation","3.87",""
"2016","European Union - 28 countries (2013-2020)","Reporting country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","1.14",""
"2016","European Union - 28 countries (2013-2020)","Total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","998,886,631",""
"2016","European Union - 28 countries (2013-2020)","Total","Number","Hotels and similar accommodation","748,195,018",""
"2016","European Union - 28 countries (2013-2020)","Total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","250,691,613",""
"2016","European Union - 28 countries (2013-2020)","Total","Number","Holiday and other short-stay accommodation","166,228,944",""
"2016","European Union - 28 countries (2013-2020)","Total","Number","Camping grounds, recreational vehicle parks and trailer parks","84,462,669",""
"2016","European Union - 28 countries (2013-2020)","Total","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3.35",""
"2016","European Union - 28 countries (2013-2020)","Total","Percentage change on previous period","Hotels and similar accommodation","3.02",""
"2016","European Union - 28 countries (2013-2020)","Total","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4.35",""
"2016","European Union - 28 countries (2013-2020)","Total","Percentage change on previous period","Holiday and other short-stay accommodation","5.93",""
"2016","European Union - 28 countries (2013-2020)","Total","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","1.38",""
"2016","European Union - 27 countries (2007-2013)","Foreign country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","376,252,434",""
"2016","European Union - 27 countries (2007-2013)","Foreign country","Number","Hotels and similar accommodation","291,321,763",""
"2016","European Union - 27 countries (2007-2013)","Foreign country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","84,930,671",""
"2016","European Union - 27 countries (2007-2013)","Foreign country","Number","Holiday and other short-stay accommodation","62,370,893",""
"2016","European Union - 27 countries (2007-2013)","Foreign country","Number","Camping grounds, recreational vehicle parks and trailer parks","22,559,778",""
"2016","European Union - 27 countries (2007-2013)","Foreign country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3.71",""
"2016","European Union - 27 countries (2007-2013)","Foreign country","Percentage change on previous period","Hotels and similar accommodation","2.93",""
"2016","European Union - 27 countries (2007-2013)","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","6.5",""
"2016","European Union - 27 countries (2007-2013)","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation","8.24",""
"2016","European Union - 27 countries (2007-2013)","Foreign country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","1.96",""
"2016","European Union - 27 countries (2007-2013)","Reporting country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","607,187,606",""
"2016","European Union - 27 countries (2007-2013)","Reporting country","Number","Hotels and similar accommodation","450,400,276",""
"2016","European Union - 27 countries (2007-2013)","Reporting country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","156,787,330",""
"2016","European Union - 27 countries (2007-2013)","Reporting country","Number","Holiday and other short-stay accommodation","97,485,812",""
"2016","European Union - 27 countries (2007-2013)","Reporting country","Number","Camping grounds, recreational vehicle parks and trailer parks","59,301,518",""
"2016","European Union - 27 countries (2007-2013)","Reporting country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2.99",""
"2016","European Union - 27 countries (2007-2013)","Reporting country","Percentage change on previous period","Hotels and similar accommodation","3.06",""
"2016","European Union - 27 countries (2007-2013)","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2.79",""
"2016","European Union - 27 countries (2007-2013)","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation","3.82",""
"2016","European Union - 27 countries (2007-2013)","Reporting country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","1.14",""
"2016","European Union - 27 countries (2007-2013)","Total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","983,440,040",""
"2016","European Union - 27 countries (2007-2013)","Total","Number","Hotels and similar accommodation","741,722,039",""
"2016","European Union - 27 countries (2007-2013)","Total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","241,718,001",""
"2016","European Union - 27 countries (2007-2013)","Total","Number","Holiday and other short-stay accommodation","159,856,705",""
"2016","European Union - 27 countries (2007-2013)","Total","Number","Camping grounds, recreational vehicle parks and trailer parks","81,861,296",""
"2016","European Union - 27 countries (2007-2013)","Total","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3.26",""
"2016","European Union - 27 countries (2007-2013)","Total","Percentage change on previous period","Hotels and similar accommodation","3.01",""
"2016","European Union - 27 countries (2007-2013)","Total","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4.06",""
"2016","European Union - 27 countries (2007-2013)","Total","Percentage change on previous period","Holiday and other short-stay accommodation","5.5",""
"2016","European Union - 27 countries (2007-2013)","Total","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","1.36",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Foreign country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","296,604,423",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Foreign country","Number","Hotels and similar accommodation","239,044,537",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Foreign country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","57,559,886",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Foreign country","Number","Holiday and other short-stay accommodation","37,933,509",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Foreign country","Number","Camping grounds, recreational vehicle parks and trailer parks","19,626,377",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Foreign country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Foreign country","Percentage change on previous period","Hotels and similar accommodation","3.3",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7.05",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation","9.4",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Foreign country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","2.76",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Reporting country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","449,942,027",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Reporting country","Number","Hotels and similar accommodation","342,673,723",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Reporting country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","107,268,304",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Reporting country","Number","Holiday and other short-stay accommodation","70,709,977",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Reporting country","Number","Camping grounds, recreational vehicle parks and trailer parks","36,558,327",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Reporting country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3.13",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Reporting country","Percentage change on previous period","Hotels and similar accommodation","2.92",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3.8",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation","4.38",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Reporting country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","2.69",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","746,546,450",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Number","Hotels and similar accommodation","581,718,260",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","164,828,190",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Number","Holiday and other short-stay accommodation","108,643,486",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Number","Camping grounds, recreational vehicle parks and trailer parks","56,184,704",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3.47",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Percentage change on previous period","Hotels and similar accommodation","3.07",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4.91",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Percentage change on previous period","Holiday and other short-stay accommodation","6.08",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","2.72",""
"2016","Belgium","Foreign country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,481,422",""
"2016","Belgium","Foreign country","Number","Hotels and similar accommodation","5,556,519",""
"2016","Belgium","Foreign country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,924,903",""
"2016","Belgium","Foreign country","Number","Holiday and other short-stay accommodation","1,526,329",""
"2016","Belgium","Foreign country","Number","Camping grounds, recreational vehicle parks and trailer parks","398,574",""
"2016","Belgium","Foreign country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-10.45",""
"2016","Belgium","Foreign country","Percentage change on previous period","Hotels and similar accommodation","-13.72",""
"2016","Belgium","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","0.52",""
"2016","Belgium","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation","4.14",""
"2016","Belgium","Foreign country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","-11.3",""
"2016","Belgium","Reporting country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,729,359",""
"2016","Belgium","Reporting country","Number","Hotels and similar accommodation","4,325,879",""
"2016","Belgium","Reporting country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,403,480",""
"2016","Belgium","Reporting country","Number","Holiday and other short-stay accommodation","3,103,959",""
"2016","Belgium","Reporting country","Number","Camping grounds, recreational vehicle parks and trailer parks","299,521",""
"2016","Belgium","Reporting country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3.17",""
"2016","Belgium","Reporting country","Percentage change on previous period","Hotels and similar accommodation","0.5",""
"2016","Belgium","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","6.77",""
"2016","Belgium","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation","7.23",""
"2016","Belgium","Reporting country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","2.17",""
"2016","Belgium","Total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","15,210,781",""
"2016","Belgium","Total","Number","Hotels and similar accommodation","9,882,398",""
"2016","Belgium","Total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","5,328,383",""
"2016","Belgium","Total","Number","Holiday and other short-stay accommodation","4,630,288",""
"2016","Belgium","Total","Number","Camping grounds, recreational vehicle parks and trailer parks","698,095",""
"2016","Belgium","Total","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-4.01",""
"2016","Belgium","Total","Percentage change on previous period","Hotels and similar accommodation","-8.02",""
"2016","Belgium","Total","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4.42",""
"2016","Belgium","Total","Percentage change on previous period","Holiday and other short-stay accommodation","6.19",""
"2016","Belgium","Total","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","-5.98",""
"2016","Bulgaria","Foreign country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,386,932",""
"2016","Bulgaria","Foreign country","Number","Hotels and similar accommodation","3,319,403",""
"2016","Bulgaria","Foreign country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","67,529",""
"2016","Bulgaria","Foreign country","Number","Holiday and other short-stay accommodation","66,879",""
"2016","Bulgaria","Foreign country","Number","Camping grounds, recreational vehicle parks and trailer parks","650",""
"2016","Bulgaria","Foreign country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","18.24",""
"2016","Bulgaria","Foreign country","Percentage change on previous period","Hotels and similar accommodation","18.31",""
"2016","Bulgaria","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","15.22",""
"2016","Bulgaria","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation","15.17",""
"2016","Bulgaria","Foreign country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","20.15",""
"2016","Bulgaria","Reporting country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,809,465",""
"2016","Bulgaria","Reporting country","Number","Hotels and similar accommodation","3,272,541",""
"2016","Bulgaria","Reporting country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","536,924",""
"2016","Bulgaria","Reporting country","Number","Holiday and other short-stay accommodation","529,144",""
"2016","Bulgaria","Reporting country","Number","Camping grounds, recreational vehicle parks and trailer parks","7,780",""
"2016","Bulgaria","Reporting country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","11.56",""
"2016","Bulgaria","Reporting country","Percentage change on previous period","Hotels and similar accommodation","11.39",""
"2016","Bulgaria","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","12.6",""
"2016","Bulgaria","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation","12.34",""
"2016","Bulgaria","Reporting country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","34.49",""
"2016","Bulgaria","Total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,196,397",""
"2016","Bulgaria","Total","Number","Hotels and similar accommodation","6,591,944",""
"2016","Bulgaria","Total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","604,453",""
"2016","Bulgaria","Total","Number","Holiday and other short-stay accommodation","596,023",""
"2016","Bulgaria","Total","Number","Camping grounds, recreational vehicle parks and trailer parks","8,430",""
"2016","Bulgaria","Total","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","14.61",""
"2016","Bulgaria","Total","Percentage change on previous period","Hotels and similar accommodation","14.77",""
"2016","Bulgaria","Total","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","12.89",""
"2016","Bulgaria","Total","Percentage change on previous period","Holiday and other short-stay accommodation","12.65",""
"2016","Bulgaria","Total","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","33.26",""
"2016","Czechia","Foreign country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","9,321,440",""
"2016","Czechia","Foreign country","Number","Hotels and similar accommodation","8,578,636",""
"2016","Czechia","Foreign country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","742,804",""
"2016","Czechia","Foreign country","Number","Holiday and other short-stay accommodation","613,277",""
"2016","Czechia","Foreign country","Number","Camping grounds, recreational vehicle parks and trailer parks","129,527",""
"2016","Czechia","Foreign country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7.06",""
"2016","Czechia","Foreign country","Percentage change on previous period","Hotels and similar accommodation","6.92",""
"2016","Czechia","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","8.69",""
"2016","Czechia","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation","10.04",""
"2016","Czechia","Foreign country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","2.75",""
"2016","Czechia","Reporting country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","9,067,413",""
"2016","Czechia","Reporting country","Number","Hotels and similar accommodation","6,297,651",""
"2016","Czechia","Reporting country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,769,762",""
"2016","Czechia","Reporting country","Number","Holiday and other short-stay accommodation","1,789,724",""
"2016","Czechia","Reporting country","Number","Camping grounds, recreational vehicle parks and trailer parks","980,038",""
"2016","Czechia","Reporting country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","6.82",""
"2016","Czechia","Reporting country","Percentage change on previous period","Hotels and similar accommodation","9.78",""
"2016","Czechia","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","0.64",""
"2016","Czechia","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation","-1.07",""
"2016","Czechia","Reporting country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","3.92",""
"2016","Czechia","Total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","18,388,853",""
"2016","Czechia","Total","Number","Hotels and similar accommodation","14,876,287",""
"2016","Czechia","Total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,512,566",""
"2016","Czechia","Total","Number","Holiday and other short-stay accommodation","2,403,001",""
"2016","Czechia","Total","Number","Camping grounds, recreational vehicle parks and trailer parks","1,109,565",""
"2016","Czechia","Total","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","6.94",""
"2016","Czechia","Total","Percentage change on previous period","Hotels and similar accommodation","8.11",""
"2016","Czechia","Total","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2.24",""
"2016","Czechia","Total","Percentage change on previous period","Holiday and other short-stay accommodation","1.54",""
"2016","Czechia","Total","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","3.78",""
"2016","Denmark","Foreign country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,767,651","e"
"2016","Denmark","Foreign country","Number","Hotels and similar accommodation","1,859,503","e"
"2016","Denmark","Foreign country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","908,148","e"
"2016","Denmark","Foreign country","Number","Holiday and other short-stay accommodation","538,308","e"
"2016","Denmark","Foreign country","Number","Camping grounds, recreational vehicle parks and trailer parks","369,840","e"
"2016","Denmark","Foreign country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","5.2","e"
"2016","Denmark","Foreign country","Percentage change on previous period","Hotels and similar accommodation","2.07","e"
"2016","Denmark","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","12.23","e"
"2016","Denmark","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation","19.02","e"
"2016","Denmark","Foreign country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","3.63","e"
"2016","Denmark","Reporting country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4,751,127","e"
"2016","Denmark","Reporting country","Number","Hotels and similar accommodation","2,988,511","e"
"2016","Denmark","Reporting country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,762,616","e"
"2016","Denmark","Reporting country","Number","Holiday and other short-stay accommodation","705,642","e"
"2016","Denmark","Reporting country","Number","Camping grounds, recreational vehicle parks and trailer parks","1,056,974","e"
"2016","Denmark","Reporting country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4.8","e"
"2016","Denmark","Reporting country","Percentage change on previous period","Hotels and similar accommodation","5.71","e"
"2016","Denmark","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3.28","e"
"2016","Denmark","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation","7.19","e"
"2016","Denmark","Reporting country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","0.82","e"
"2016","Denmark","Total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,518,778","e"
"2016","Denmark","Total","Number","Hotels and similar accommodation","4,848,014","e"
"2016","Denmark","Total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,670,764","e"
"2016","Denmark","Total","Number","Holiday and other short-stay accommodation","1,243,950","e"
"2016","Denmark","Total","Number","Camping grounds, recreational vehicle parks and trailer parks","1,426,814","e"
"2016","Denmark","Total","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4.94","e"
"2016","Denmark","Total","Percentage change on previous period","Hotels and similar accommodation","4.29","e"
"2016","Denmark","Total","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","6.16","e"
"2016","Denmark","Total","Percentage change on previous period","Holiday and other short-stay accommodation","12.01","e"
"2016","Denmark","Total","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","1.53","e"
"2016","Germany (until 1990 former territory of the FRG)","Foreign country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","35,404,924",""
"2016","Germany (until 1990 former territory of the FRG)","Foreign country","Number","Hotels and similar accommodation","31,208,132",""
"2016","Germany (until 1990 former territory of the FRG)","Foreign country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4,196,792",""
"2016","Germany (until 1990 former territory of the FRG)","Foreign country","Number","Holiday and other short-stay accommodation","2,649,000",""
"2016","Germany (until 1990 former territory of the FRG)","Foreign country","Number","Camping grounds, recreational vehicle parks and trailer parks","1,547,792",""
"2016","Germany (until 1990 former territory of the FRG)","Foreign country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1.65",""
"2016","Germany (until 1990 former territory of the FRG)","Foreign country","Percentage change on previous period","Hotels and similar accommodation","1.68",""
"2016","Germany (until 1990 former territory of the FRG)","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1.38",""
"2016","Germany (until 1990 former territory of the FRG)","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation","3.05",""
"2016","Germany (until 1990 former territory of the FRG)","Foreign country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","-1.35",""
"2016","Germany (until 1990 former territory of the FRG)","Reporting country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","130,218,849",""
"2016","Germany (until 1990 former territory of the FRG)","Reporting country","Number","Hotels and similar accommodation","104,271,185",""
"2016","Germany (until 1990 former territory of the FRG)","Reporting country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","25,947,664",""
"2016","Germany (until 1990 former territory of the FRG)","Reporting country","Number","Holiday and other short-stay accommodation","18,455,787",""
"2016","Germany (until 1990 former territory of the FRG)","Reporting country","Number","Camping grounds, recreational vehicle parks and trailer parks","7,491,877",""
"2016","Germany (until 1990 former territory of the FRG)","Reporting country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3.3",""
"2016","Germany (until 1990 former territory of the FRG)","Reporting country","Percentage change on previous period","Hotels and similar accommodation","3.26",""
